dataset_id,dataset_label,model_id,model_label,terms,bin_width_ka,n_bins,n_events,n_parameters,converged,optimizer_message,log_likelihood,AIC,AICc,BIC,expected_events,max_fitted_rate_per_kyr,mean_fitted_rate_per_kyr,beta_intercept,beta_lr04_scaled,beta_co2_scaled,beta_pre_phase_sin,beta_pre_phase_cos,pre_phase_amplitude,pre_phase_preferred_rad,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,delta_AICc,rank_AICc
weak_monsoon_start,Weak monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.8,800,100,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-303.5492724411298,613.0985448822596,613.1286956360284,627.1523800652634,99.99999564301854,0.23955735025053307,0.15624999319221644,-1.9197091407250702,,,-0.3627601356819878,-0.3305123347688383,0.49074771469092227,3.973472647002019,227.6632126838913,2.6684437288396756,18.061011295389676,7.0
weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.8,800,100,1,True,analytic stationary MLE,-309.3304485291036,620.6608970582072,620.6659095895355,625.3455087858752,100.0,0.15625,0.15625,-1.8562979903656263,,,,,,,,,25.598225248896824,8.0
strong_monsoon_start,Strong monsoon starts,lr04_pre_phase,LR04 + precession phase,lr04_scaled+pre_phase_sin+pre_phase_cos,1.0,640,96,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-265.9072435836264,539.8144871672528,539.877479293237,557.6603598726676,96.00000474942765,0.4315319252712287,0.15000000742098069,-2.027453938883784,1.5908153323597154,,0.1087075201663885,0.5620397015451266,0.5724560691037005,0.19105693409688712,10.946755970460744,3.1421652684374064,0.0,1.0
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,1.0,640,96,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-265.9020154769689,541.8040309539379,541.8986681779127,564.1113718357064,95.99999090382873,0.419011739567496,0.1499999857872324,-2.0278044649164157,1.534734761955384,-0.07054842690078264,0.11000154933151178,0.5623686948119222,0.5730260812212633,0.1931650567556447,11.067542501503452,3.1457494556361456,2.0211888846756665,2.0
strong_monsoon_start,Strong monsoon starts,co2_pre_phase,CO2 + precession phase,co2_scaled+pre_phase_sin+pre_phase_cos,1.0,640,96,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-267.96496644413713,543.9299328882743,543.9929250142585,561.7758055936891,95.99999919108538,0.36497903405884646,0.1499999987360709,-2.0031819906816883,,-1.1933639945499595,0.15462580778693996,0.5341219577882833,0.5560534202982231,0.2817918313541599,16.145482637855626,3.040758043037761,4.115445721021501,3.0
strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,1.0,640,96,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-271.5436415444408,549.0872830888816,549.1250189379382,562.4716876179427,95.99999841031448,0.23969119263571856,0.14999999751611637,-1.9628963079514088,,,0.19923539266826473,0.49602766515341484,0.5345448402980107,0.38193819020641234,21.8834463336923,2.9127267810421547,9.247539644701192,4.0
strong_monsoon_start,Strong monsoon starts,lr04_only,LR04,lr04_scaled,1.0,640,96,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-273.32126831288684,550.6425366257737,550.6613749303262,559.5654729784811,96.00000358474719,0.27627666401379936,0.1500000056011675,-1.9487826516086748,1.3863856122261022,,,,,,,,10.783895637089245,5.0
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,1.0,640,96,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-273.3211864058685,552.642372811737,552.6801086607936,566.0267773407982,95.99999423503168,0.2769583701954557,0.149999990992237,-1.9487649285316633,1.393905603887588,0.009290870195853061,,,,,,,12.80262936755662,6.0
strong_monsoon_start,Strong monsoon starts,co2_only,CO2,co2_scaled,1.0,640,96,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-274.98190662632567,553.9638132526513,553.9826515572039,562.8867496053588,96.0000078380225,0.23040910947603443,0.15000001224691015,-1.9310830904239273,,-1.089814415288414,,,,,,,14.105172263966892,7.0
strong_monsoon_start,Strong monsoon starts,stationary,Stationary,none,1.0,640,96,1,True,analytic stationary MLE,-278.12351854904466,558.2470370980893,558.2533066905659,562.708505274443,95.99999999999999,0.15,0.14999999999999997,-1.8971199848858813,,,,,,,,,18.375827397328862,8.0
weak_monsoon_start,Weak monsoon starts,co2_pre_phase,CO2 + precession phase,co2_scaled+pre_phase_sin+pre_phase_cos,1.0,640,100,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-270.8826171671538,549.7652343343076,549.8282264602918,567.6111070397225,99.99999166454329,0.5058905674136197,0.15624998697584888,-2.027049160520068,,-2.004110977756551,-0.41842246432731933,-0.27827501958190526,0.5025080548379862,4.125501207192703,236.37380754826805,2.7319512833213753,0.0,1.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,1.0,640,100,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-270.648318211409,551.296636422818,551.3912736467928,573.6039773045866,100.00006192155864,0.4929384513629427,0.15625009675243537,-2.027357328537449,0.5788181745589698,-1.5262417973261324,-0.4291414964467051,-0.2649204255330734,0.5043265369154613,4.159326714441522,238.31186635351457,2.7419053825906787,1.5630471865009667,2.0
weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,LR04 + precession phase,lr04_scaled+pre_phase_sin+pre_phase_cos,1.0,640,100,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-272.4459041293479,552.8918082586958,552.9548003846801,570.7376809641107,100.00002037004313,0.4807122993453013,0.1562500318281924,-2.0051772688564222,1.8552320123900736,,-0.45441332111999366,-0.2563269026002337,0.5217230562357122,4.198797695008176,240.57338695322673,2.8389836331570737,3.1265739243882535,3.0
weak_monsoon_start,Weak monsoon starts,co2_only,CO2,co2_scaled,1.0,640,100,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-276.9799219037043,557.9598438074086,557.9786821119611,566.882780160116,100.00000086259418,0.3254735910149543,0.1562500013478034,-1.9651050830583523,,-1.9826051882692162,,,,,,,8.15045565166929,4.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,1.0,640,100,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-276.7909160614003,559.5818321228006,559.6195679718572,572.9662366518618,99.99999197155846,0.3252412876265723,0.1562499874555601,-1.9673840444676909,0.49273138053550875,-1.5907072295485434,,,,,,,9.791341511565406,5.0
weak_monsoon_start,Weak monsoon starts,lr04_only,LR04,lr04_scaled,1.0,640,100,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-279.0103935916464,562.0207871832928,562.0396254878453,570.9437235360002,99.99999862526307,0.33526310623568273,0.15624999785197355,-1.9400225589575044,1.7730506241754818,,,,,,,,12.211399027553512,6.0
weak_monsoon_start,Weak monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,1.0,640,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-281.37683027657346,568.7536605531469,568.7913964022035,582.1380650822081,99.99993124325023,0.23839746938816242,0.15624989256757849,-1.9181849487638833,,,-0.3555198828938936,-0.3289937942066269,0.4843875553308117,3.9657231659236163,227.21920012468232,2.6347152474280366,18.9631699419117,7.0
weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,1.0,640,100,1,True,analytic stationary MLE,-287.01609339768254,576.0321867953651,576.0384563878416,580.4936549717188,100.0,0.15625,0.15625,-1.8562979903656263,,,,,,,,,26.21022992754979,8.0
